country_iso3c	party	election_date	manifesto_id	lang	qs_nr	qs_id	text	cmp_code	issue	issue_binary	position
ESP	33611	2000-03-12	33611_200003	spa	2360	33611_200003_02360	es preciso que tengamos en cuenta también los lugares en los que se integrarán las personas venidas de fuera.	705	integration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2369	33611_200003_02369	Desde Cataluña queremos impulsar un nuevo modelo de gestión de los aeropuertos.	411	immigration	immigration/integration	neutral
ESP	33611	2000-03-12	33611_200003	spa	2427	33611_200003_02427	y que favorezca la integración de los movimientos migratorios sin necesidad de volver a vivir episodios de infravivienda como el barraquismo.	706	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2557	33611_200003_02557	Continuaremos promoviendo la persecución efectiva del turismo sexual y la lucha contra la pornografía infantil y la pedofilia en Internet, en la línea desarrollada por distintas organizaciones y por las ONG del ámbito de la infancia.	605	immigration	immigration/integration	sceptical
ESP	33611	2000-03-12	33611_200003	spa	2561	33611_200003_02561	Vigilaremos de cerca la aplicación de las disposiciones de la Ley de Extranjería.	705	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2562	33611_200003_02562	En particular, exigiremos la reforma —o, en caso contrario, el cierre— de los centros de detención de extranjeros que no reúnan las condiciones establecidas.	705	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2565	33611_200003_02565	Incrementar las garantías de los demandantes de asilo —así como en materia de asistencia letrada— o de permanencia en territorio del Estado en caso de recurso.	705	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2723	33611_200003_02723	Potenciaremos la coordinación entre administraciones, mediante las correspondientes reuniones sectoriales, para ofrecer una respuesta efectiva a problemas sociales emergentes que afectan a la infancia (menores inmigrantes, indocumentados, adolescentes en conflicto social, etc.).	303	integration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2724	33611_200003_02724	En cuanto a los menores inmigrantes indocumentados —aparte de garantizar su derecho a obtener, automáticamente, la residencia cuando sean tutelados por la Administración pública competente-	706	integration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2725	33611_200003_02725	potenciaremos el establecimiento de medidas que permitan agilizar los trámites burocráticos para su legalización, así como el retorno a su país de origen si tienen familiares que los reclamen.	706	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2738	33611_200003_02738	Potenciaremos la firma de nuevos convenios de colaboración con los países de origen de los niños al objeto de facilitar los procesos de adopción internacional.	107	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2901	33611_200003_02901	Dentro del marco de una imprescindible reforma del sector exterior en su conjunto, será conveniente volver a definir las bases para reforzar la actuación exterior de las comunidades autónomas en el marco de sus competencias.	301	immigration	immigration/integration	supportive
ESP	33611	2000-03-12	33611_200003	spa	2972	33611_200003_02972	Todo ello deberá llevarse a cabo a partir de un crecimiento económico sostenible de los países receptores.	416	immigration	immigration/integration	neutral
ESP	33902	2000-03-12	33902_200003	spa	544	33902_200003_00544	Caracterizada así, por la intensificación de los flujos transfronterizos, la globalización conlleva la transformación de las estructuras, de la organización y de la naturaleza del comercio internacional.	408	immigration	immigration/integration	neutral
ESP	33902	2000-03-12	33902_200003	spa	947	33902_200003_00947	Particularmente en el caso de la flota atunera-congeladora, se dará prioridad a la negociación de nuevos Acuerdos de Pesca con Brasil, Chagos, Indonesia y los países del Forum Fisheries, así como al impulso de fórmulas de cooperación intergubernamentales en el caso del Pacífico Oriental.	703	immigration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1408	33902_200003_01408	Reforma e integración de los regímenes especiales, basada en el criterio de que a igualdad de acción protectora debe ser igual también la aportación contributiva.	504	integration	immigration/integration	neutral
ESP	33902	2000-03-12	33902_200003	spa	1542	33902_200003_01542	Para EAJ-PNV la situación de los inmigrantes y de las minorías étnicas, como el pueblo gitano, son problemáticas que precisan ser abordadas mediante el desarrollo de intervenciones concretas que incidan en las situaciones de marginación de los integrantes de estos colectivos al objeto de conseguir su integración, respetando en todo momento su dignidad como personas y colectivos.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1543	33902_200003_01543	Las intervenciones y medidas concretas para esta integración, tanto de los inmigrantes como de las minorías étnicas, deberán ir encaminadas no sólo a paliar las situaciones de marginación que les afectan, sino también deberán incidir en la prevención de aparición de esas situaciones de exclusión social, haciendo hincapié en el análisis de las causas que dan lugar a su aparición al objeto de desarrollar distintos tipos de intervenciones que tengan carácter preventivo y que deberán ir orientadas tanto a los colectivos afectados como a la población autóctona.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1544	33902_200003_01544	Por ello, EAJ-PNV propone, en la línea de intervenciones de carácter preventivo tendentes a evitar la aparición o el enquistamiento de situaciones de marginación en estos colectivos, las siguientes medidas:	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1546	33902_200003_01546	Promover e impulsar campañas de sensibilización y concienciación de la población autóctona para, por un lado, prevenir los prejuicios y comportamientos discriminatorios y, por otro, favorecer el acercamiento y conocimiento mutuo.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1547	33902_200003_01547	Para que la integración de los inmigrantes sea positiva y, por tanto, dé lugar a una plena integración, se requiere una intervención conjunta, tanto en el colectivo de inmigrantes como en la población autóctona.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1549	33902_200003_01549	Favorecer e impulsar las organizaciones y asociaciones de los propios inmigrantes así como las ONGs que tengan como objetivo de acción la intervención con estos colectivos.	705	immigration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1550	33902_200003_01550	El objetivo final debe ser lograr la plena integración social de los inmigrantes en el seno de la población autóctona con la que conviven.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1551	33902_200003_01551	Promover medidas que posibiliten la agilización de la resolución de las situaciones de “irregularidad” en la que muchos de estos inmigrantes viven, dado que en la mayoría de los casos éste es el primer eslabón del camino hacia la integración.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	1552	33902_200003_01552	Apoyar e impulsar la extensión de los servicios generales a la población inmigrante canalizando las acciones específicas a través de los programas existentes como vía hacia la normalización de la situación.	705	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	2014	33902_200003_02014	Presencia de representantes de las diferentes culturas y lenguas a la hora de decidir sobre la concesión de las diferentes ayudas, becas, subvenciones, etc. que el Estado convoca.	301	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	2015	33902_200003_02015	Presencia de obras representativas de las diferentes culturas y lenguas en los repertorios de las compañías “nacionales” de todo tipo.	607	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	2019	33902_200003_02019	Colaboración entre Comunidades Autónomas con un acervo cultural o lingüístico común (Navarra-País Vasco o Cataluña, Valencia y Baleares).	301	integration	immigration/integration	supportive
ESP	33902	2000-03-12	33902_200003	spa	2219	33902_200003_02219	La garantía del cumplimiento del pluralismo lingüístico en las instalaciones militares, que incluya la señalización y rotulación de las mismas.	607	immigration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	58	33220_200803_00058	la conversión de los inmigrantes en los nuevos parias del siglo XXI;	705	integration	immigration/integration	sceptical
ESP	33220	2008-03-09	33220_200803	spa	59	33220_200803_00059	la exaltación del particularismo frente a lo que nos une;	606	integration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	340	33220_200803_00340	-referencia nacional e internacional en la enseñanza a distancia, con especial liderazgo en América Latina;	506	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	345	33220_200803_00345	-importante factor de cohesión social, por la población a la que atiende, por la integración creciente de inmigrantes, por la eliminación de barreras y por su carácter nacional;	506	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	419	33220_200803_00419	Garantizar el derecho a la cobertura sanitaria para todas las personas inmigrantes, mientras se encuentren en territorio español, con independencia de su situación administrativa.	504	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	480	33220_200803_00480	Aumentar las dotaciones presupuestarias en las políticas de inmigración para reforzar las partidas de integración de los inmigrantes, especialmente las destinadas a vivienda, inserción social, educación y sanidad.	504	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	482	33220_200803_00482	Afianzar el sistema público de servicios sociales mediante mejora de la financiación municipal, acuerdo marco con las CCAA PARA la garantía de las prestaciones básicas que dé un paso cualitativo y cuantitativo sobre el Plan Concertado originario.	504	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	750	33220_200803_00750	Integración de los nuevos desafíos del siglo XXI: cambio climático,	110	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	790	33220_200803_00790	Apoyo a la contratación en origen de trabajadores inmigrantes y mejoras de las condiciones de empleabilidad para campañas cortas.	703	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	792	33220_200803_00792	Los problemas que tiene la economía española en lo que respecta a la baja productividad tienen una importancia significativa en el comercio.	410	immigration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	1136	33220_200803_01136	de asistencia a inmigrantes.	411	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1163	33220_200803_01163	Creación de un Consejo Social para el Desarrollo de la Sociedad de la Información, con participación de las Administraciones Públicas, agentes sociales y económicos, así como de asociaciones de usuarios, de profesionales informáticos, colegios, colectivos sociales de inmigrantes, etc., con objeto de asesorar al Gobierno del Estado en estas materias desde una perspectiva amplia y pluridisciplinar.	411	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1246	33220_200803_01246	Que TVE sea motor del proceso de migración de la televisión a analógica a la TDT asegurando al momento del apagón analógico (3 de abril de 2010) la recepción de su oferta por el conjunto de los ciudadanos en la totalidad del territorio del Estado.	303	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1584	33220_200803_01584	No pueden existir políticas de seguridad eficaces si no se hace frente a la pobreza, el paro, la inmigración y la xenofobia y la exclusión social mediante políticas integrales de empleo y protección social.	503	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1800	33220_200803_01800	En nuestro país, al margen de la regularización de inmigrantes acometida al inicio de la legislatura, se mantiene una ley de Extranjería injusta e inmoral aprobada por en la etapa del anterior Gobierno y recurrida al Tribunal Constitucional.	201	immigration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	1801	33220_200803_01801	Esta Ley ha tenido dos matizaciones: por un lado la sentencia del Tribunal Constitucional, que ha suprimido varios artículos de la misma y un Reglamento con avances positivos, tenidos en cuenta en la negociación con los agentes sociales.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1802	33220_200803_01802	En todo caso nos encontramos en una regulación restrictiva realizada al amparo del endurecimiento de las políticas de inmigración en toda la Unión Europea, que está generando que una parte creciente de nuestra sociedad se encuentre al margen del ejercicio de derechos humanos más elementales.	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1804	33220_200803_01804	Las propuestas programáticas que se formulan parten de una valoración nada halagüeña de la situación actual de las políticas migratorias.	606	immigration	immigration/integration	sceptical
ESP	33220	2008-03-09	33220_200803	spa	1806	33220_200803_01806	La carencia de una política de Inmigración común, dada la defensa que cada Estado hace de sus competencias exclusivas, ha devenido en ampararse en el paraguas comunitario, mediante acuerdos intergubernamentales, Comunicaciones o Directivas, solo para aquellas medidas que, por su carácter represivo y, en la mayoría de los casos, de vulneración de derechos humanos, serían de difícil aprobación -por su previsible rechazo social- en los parlamentos nacionales.	110	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1807	33220_200803_01807	De esta forma, los gobiernos de los Estados buscan eludir su responsabilidad directa en la aplicación de normas que aparecen como “emanadas de Bruselas” o de tal o cual grupo (el G-5, p.e.), como si no fueran parte integrante y determinante en ambos casos.	110	immigration	immigration/integration	sceptical
ESP	33220	2008-03-09	33220_200803	spa	1811	33220_200803_01811	La creación y las actuaciones del FRONTEX, diseñado con todo un aparato militar disuasorio, que no solo pretende “proteger” nuestras fronteras de “invasiones” indeseadas, sino impedir las salidas desde los países de origen o de tránsito a cualquier precio.	201	immigration	immigration/integration	sceptical
ESP	33220	2008-03-09	33220_200803	spa	1812	33220_200803_01812	La “lucha contra la inmigración ilegal”, equiparada a la lucha contra el tráfico de armas, el narcotráfico y la delincuencia internacional organizada (con lo que eso supone de incitación al rechazo y al miedo en el imaginario popular), que hace recaer el peso del castigo sobre las víctimas.	201	immigration	immigration/integration	sceptical
ESP	33220	2008-03-09	33220_200803	spa	1815	33220_200803_01815	La manipulación de las políticas de Cooperación y Ayudas al Desarrollo, o los Acuerdos de Partenariado Económico, en el caso de Africa, cuyo objetivo casi indisimulado es, por un lado, obligar a los países “beneficiarios” a aceptar la devolución de sus emigrados y a impedir su salida por cualquier medio, y,	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1818	33220_200803_01818	El bloqueo de cualquier tipo de inmigración que no sea la estrictamente de carácter laboral y cada vez más, aquella en condiciones de aportar excelencia en algún ámbito y seleccionada según las necesidades de nuestros mercados internos.	201	immigration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	1819	33220_200803_01819	Léase las de carácter humanitario (como aquel pequeño cuya vida dependía del permiso –denegado por el Consulado- para su traslado a un hospital español para una operación urgente y que lo consiguió porque el escándalo saltó a la prensa) o las legalmente reconocidas por reagrupación familiar, entre otras, que se tornan imposibles.	201	immigration	immigration/integration	sceptical
ESP	33220	2008-03-09	33220_200803	spa	1820	33220_200803_01820	Sin que podamos obviar que el Derecho de Asilo es la víctima más evidente.	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1822	33220_200803_01822	El PSOE parece haber asumido la “impopularidad” de discursos centrados en la defensa de los derechos humanos de los inmigrantes (sean regulares o irregulares) presentes en nuestro país.	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1823	33220_200803_01823	Su satisfacción al sumarse al discurso del inmigrante bueno es el inmigrante con una elevada cualificación profesional y con vocación de asimilarse al nacional pasado un tiempo prudencial, no contribuye a hacer una pedagogía desde la izquierda sobre la realidad de la inmigración, su vínculo con las políticas de la globalización neoliberal y, sobre todo, permite la subsistencia de una situación de “irregularidad” administrativa que despoja a miles de seres humanos de sus más elementales derechos.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1826	33220_200803_01826	Respeto y aplicación de los Tratados Internacionales de Derechos Humanos y de lucha contra el racismo y la xenofobia a los que está vinculado el Estado Español,	107	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1827	33220_200803_01827	y ratificación de aquellos que aún no lo han sido, especialmente la Convención Internacional sobre la protección de los derechos de los trabajadores migratorios y sus familias, adoptada por la Asamblea General en su Resolución 45/158, de 18 de Diciembre de 1990.	107	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1832	33220_200803_01832	Despojar las políticas de cooperación y ayuda al desarrollo hacia los países de origen o tránsito de las migraciones de connotaciones coercitivas, prevaleciendo las necesidades de sus poblaciones sobre intereses comerciales o financieros,	201	immigration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	1834	33220_200803_01834	Restituir al Asilo su carácter de Derecho Humano fundamental, con eliminación inmediata de la figura de “inadmisión a trámite” y	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1835	33220_200803_01835	de los obstáculos en frontera y consulares que impiden su ejercicio, estableciendo un sistema de garantías plenas de acogida e información sobre asilo y refugio.	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1836	33220_200803_01836	Replantear el actual modelo migratorio, procediendo en primer lugar, con carácter de urgencia, a la derogación de los artículos y disposiciones de la LOEx anulados por el Tribunal Constitucional y abriendo de inmediato el proceso de elaboración de una verdadera Ley de Derechos y Libertades de los Extranjeros en España que derogue la actualmente en vigor y que garantice la necesaria coordinación entre los distintos Ministerios y Administraciones.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1837	33220_200803_01837	Llevar a cabo las modificaciones normativas y constitucionales necesarias para reconocer el derecho de sufragio –activo y pasivo- a los nacionales de países no comunitarios con permanencia legal de al menos dos años o que dispongan ya de permiso de residencia permanente.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1838	33220_200803_01838	Impulsar la reforma del Código Civil en materia de nacionalidad para hacerla más accesible, especialmente a las personas de nacionalidad extranjera nacidas en territorio del Estado.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1839	33220_200803_01839	Revocar las órdenes de expulsión no ejecutables, dotando a las personas afectadas de los correspondientes permisos de residencia y trabajo.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1841	33220_200803_01841	Garantizar la acogida y tutela de los Menores extranjeros no acompañados o en desamparo, en cumplimiento estricto de los Tratados Internacionales y de la Ley del Menor.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1842	33220_200803_01842	Suspensión inmediata de las repatriaciones forzadas ilegales, disfrazadas de “reagrupación familiar”.	201	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1843	33220_200803_01843	Apoyo a la inserción social y laboral de los tutelados cuando alcanzan la mayoría de edad.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1844	33220_200803_01844	Acceso pleno de las mujeres inmigrantes, con independencia de su situación administrativa, a las medidas y planes de protección contra el maltrato y la violencia de género, cuyo máximo exponente es la trata y la prostitución, con preeminencia sobre la Ley de Extranjería.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1845	33220_200803_01845	Reforzar presupuestariamente y con los medios humanos y materiales necesarios los servicios sociales y los sistemas sanitarios y de educación públicos, fundamentalmente en aquellas zonas con carencias de origen, agudizadas hoy por una mayor concentración de población inmigrante,	504	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1846	33220_200803_01846	dotando de competencias y recursos a los Municipios para desarrollar sus funciones y atender los problemas más inmediatos de estas poblaciones.	301	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1847	33220_200803_01847	Compromiso de potenciar el asociacionismo de las personas inmigrantes,	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1850	33220_200803_01850	Durante la legislatura 2004-2008, IU ha jugado un papel clave en la elaboración y aprobación de dos leyes básicas, el Estatuto de la Ciudadanía Española en el Exterior y el acceso de los nietos a la nacionalidad española en la llamada ley de Memoria Histórica, que ahora requieren un profundo desarrollo en beneficio concreto de los emigrantes y, en general, del conjunto de los residentes en el extranjero.	201	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1857	33220_200803_01857	Creación de un programa de clases de lengua y cultura general para los emigrantes adultos.	506	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1858	33220_200803_01858	Mayores recursos para la participación de los emigrantes en la UNED.	506	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1887	33220_200803_01887	Establecimiento de Convenios de doble nacionalidad real y simultánea, especialmente con los países de Hispanoamérica, de la Unión Europea y Suiza.	303	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1892	33220_200803_01892	El Gobierno deberá garantizar en un plazo no superior a 6 meses la integración social de los retornados, a través, especialmente, del restablecimiento de los subsidios por desempleo suprimidos por el gobierno Aznar y sin que se les exija un mínimo de períodos de cotización en los países de emigración para su atribución.	705	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1898	33220_200803_01898	Centralización de las gestiones administrativas en la Oficina de Retorno, siguiendo el sistema de ventanilla única y en colaboración con las asociaciones y federaciones de emigrantes y de retornados como prevé el Estatuto de Ciudadanía Española en el exterior.	303	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1934	33220_200803_01934	Tipificación como delito en si de los comportamientos y actitudes homófobas y tránsfobas.	604	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1955	33220_200803_01955	Apoyo institucional al asociacionismo de mujeres y fomento de organizaciones con perspectiva de género, teniendo en cuenta la diversidad.	706	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	1970	33220_200803_01970	contra la discriminación múltiple de las mujeres mayores, inmigrantes, rurales o en riesgo de exclusión social.	706	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	2079	33220_200803_02079	Los poderes públicos asumirán la integración social y la promoción educativa de los menores extranjeros no acompañados.	706	integration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	2108	33220_200803_02108	el retorno de los refugiados, de acuerdo con la resolución 194 de NN UU, a través de negociaciones directas entre las partes al amparo de Naciones Unidas.	106	immigration	immigration/integration	neutral
ESP	33220	2008-03-09	33220_200803	spa	2134	33220_200803_02134	España sigue teniendo una responsabilidad moral y política en este proceso de descolonización, al mismo tiempo IU apoya y seguirá impulsando la solidaridad con el pueblo saharaui.	103	immigration	immigration/integration	supportive
ESP	33220	2008-03-09	33220_200803	spa	2214	33220_200803_02214	La prioridad geográfica de nuestra cooperación debe ser la lucha contra la pobreza y no los intereses geo-estratégicos, la lucha contra la inmigración irregular o la reconstrucción de países ocupados por Estados Unidos o la OTAN.	107	immigration	immigration/integration	neutral
ESP	33320	2008-03-09	33320_200803	spa	46	33320_200803_00046	la incorporación de los autónomos a los derechos sociales,	704	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	47	33320_200803_00047	la regularización laboral de los inmigrantes y su integración social,	705	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	143	33320_200803_00143	El objetivo de la convivencia inspira todo nuestro tratamiento de la inmigración: la opción decidida, inequívoca, por la inmigración legal y	408	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	145	33320_200803_00145	por la integración de las personas que vienen a vivir, convivir y trabajar con nosotros, a partir del reconocimiento de nuestros valores constitucionales, de nuestros derechos y deberes, y también de los que a ellos corresponden.	705	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	146	33320_200803_00146	La buena convivencia, el disfrute de la libertad y de los derechos por todos, requiere de una seguridad pública capaz de prevenir y sancionar con efectividad las amenazas a los mismos.	605	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	231	33320_200803_00231	Junto a ello, el mercado de trabajo español ha incorporado trabajadores extranjeros de una forma muy positiva.	410	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	232	33320_200803_00232	La inmigración ha aportado casi la mitad del crecimiento económico de los últimos cinco años.	410	immigration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	236	33320_200803_00236	Y han aportado casi 0,5 puntos del PIB al superávit de las cuentas públicas, gracias a sus cotizaciones y tributos.	410	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	238	33320_200803_00238	En estos cuatro años, hemos establecido y consolidado vías de entrada legal de trabajadores extranjeros que han permitido que hoy, por primera vez en España, nuestra inmigración sea mayoritariamente regular;	705	immigration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	239	33320_200803_00239	que nuestras empresas no deban recurrir a la inmigración irregular para cubrir sus necesidades laborales;	705	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	240	33320_200803_00240	que la entrada de nuevos inmigrantes obedezca a una política ordenada y orientada a la situación de nuestro mercado de trabajo;	408	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	242	33320_200803_00242	Ninguno de estos avances hubiera sido posible sin el diálogo social.	405	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	295	33320_200803_00295	-Nuevas medidas para fomentar la inmigración ligada al empleo.	408	immigration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	436	33320_200803_00436	La Ley tendrá presente, especialmente, la diversidad de colectivos y de situaciones profesionales presentes en el mercado de trabajo,	303	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	496	33320_200803_00496	Si la política de la última Legislatura se ha centrado en asegurar las formas de entrada regular a España y de acceso a nuestra sociedad, la política de la próxima legislatura será ante todo la de garantía de la convivencia y desarrollo para todos los que viven en España.	606	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	497	33320_200803_00497	Las nuevas entradas a España, siempre en el marco de las necesidades de empleo de nuestro mercado laboral, deberán ahora subordinarse también a la reagrupación familiar y al empleo de los inmigrantes que ya residen entre nosotros.	503	immigration	immigration/integration	neutral
ESP	33320	2008-03-09	33320_200803	spa	500	33320_200803_00500	igualdad en el acceso a servicios públicos de calidad, capaces de mantener y mejorar sus prestaciones para nacionales y extranjeros;	503	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	501	33320_200803_00501	ningún español ni ningún extranjero deben ser objeto de exclusión o discriminación en la atención de las administraciones e instituciones españolas.	503	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	504	33320_200803_00504	y legalidad en la lucha contra el fraude y la discriminación.	605	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	505	33320_200803_00505	Nuestro compromiso es ante todo un compromiso de seguridad: seguridad mediante reconocimiento de derechos y protección frente a la discriminación para quienes han accedido regularmente a nuestro país;	503	integration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	506	33320_200803_00506	seguridad para quienes vivimos en España con una política realista de entrada y la garantía del derecho a la reagrupación familiar que tengan en cuenta las necesidades del empleo y nuestra capacidad de acogida;	503	immigration	immigration/integration	neutral
ESP	33320	2008-03-09	33320_200803	spa	508	33320_200803_00508	Canalización ordenada de los flujos migratorios.	605	immigration	immigration/integration	neutral
ESP	33320	2008-03-09	33320_200803	spa	510	33320_200803_00510	Acuerdos de asistencia y de cooperación con los países de origen y de tránsito.	607	immigration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	511	33320_200803_00511	Los y las socialistas renovamos nuestra apuesta por una inmigración ordenada en un marco de legalidad.	605	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	512	33320_200803_00512	Seguiremos profundizando la labor de refuerzo de los controles y mecanismos de lucha contra la inmigración clandestina, que combatiremos con toda la determinación.	605	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	515	33320_200803_00515	Asimismo, ampliaremos, especialmente en Canarias, los equipos necesarios para el control de costas, mar territorial y patrullaje buscando la cooperación con los países de procedencia de la inmigración irregular.	605	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	516	33320_200803_00516	Vamos a prevenir eficazmente los movimientos y las llegadas irregulares de personas a nuestras fronteras, combatiendo con firmeza y contundencia a las redes de inmigración ilegal,	605	immigration	immigration/integration	sceptical
ESP	33320	2008-03-09	33320_200803	spa	517	33320_200803_00517	prestando especial apoyo a las CCAA que por sus características geográficas son receptoras de inmigrantes.	605	immigration	immigration/integration	supportive
ESP	33320	2008-03-09	33320_200803	spa	518	33320_200803_00518	Por sus dimensiones e implicaciones, es obvio que la regulación y el control de los flujos migratorios es una delicada, compleja y grave cuestión de Estado, en la que concurren la gestión de intereses y de políticas de España y de la Unión Europea, y las relaciones con terceros y vecinos países, de importancia geoestratégica para España y para los demás miembros de la UE.	108	immigration	immigration/integration	sceptical
